0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,0,5,5,0,0,0,5,0,0,0,0,5,0,5,0,5,0,5,5,0,0,0,5,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,5
0,5,2,0,0,7,0,0,8,5,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0
0,5,0,1,0,0,0,0,0,9,5,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,5
0,0,3,2,0,6,4,5,0,0,0,5,0,0,4,0,0,0,3,2,0,0,4,5,0,0,0,5,0,0,4,0
0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0
5,3,0,0,1,0,0,0,0,10,0,0,0,5,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0
0,3,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,5,0,0
0,0,0,1,0,2,0,0,5,0,5,0,0,0,5,0,0,0,0,1,0,2,0,0,5,0,5,0,0,0,5,0
0,5,0,3,2,0,0,0,0,0,0,5,5,0,5,5,0,5,0,3,2,0,0,0,0,0,0,5,5,0,5,5
0,0,1,0,2,0,1,0,0,0,0,0,5,5,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,5,0,0
0,0,5,2,0,0,3,2,0,0,0,4,11,0,0,0,0,0,5,2,0,0,3,2,0,0,0,4,0,0,0,0
5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5
0,5,0,0,2,0,1,0,2,0,0,0,0,5,0,0,0,5,0,0,2,0,1,0,2,0,0,0,0,5,0,0
0,0,0,0,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,5,0,0,0,0
5,0,4,0,0,1,0,0,3,2,0,0,5,0,5,0,5,0,4,0,0,1,0,0,3,2,0,0,5,0,5,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,5,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5
0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0
0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,0,0,0,0,0,0,5,5,0,0,5,5,0,5,5,5,0,0,0,0,0,0,5,5,0,0,5,5,0
5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5
5,5,5,0,0,0,0,5,0,0,0,0,5,5,0,0,5,5,5,0,0,0,0,5,0,0,0,0,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,0,5,5,0,0,0,5,0,0,0,0,5,0,5,0,5,0,5,5,0,0,0,5,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,5
0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0
0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,5
0,0,3,2,0,0,4,5,0,0,0,5,0,0,4,0,0,0,3,2,0,0,4,5,0,0,0,5,0,0,4,0
0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0
5,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0
